name,dastgah,instrument,zero_corssing,spectral_centroid_mean,spectral_centroid_var,spectral_rolloff_mean,spectral_rolloff_var,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_var,chroma_2_var,chroma_3_var,chroma_4_var,chroma_5_var,chroma_6_var,chroma_7_var,chroma_8_var,chroma_9_var,chroma_10_var,chroma_11_var,chroma_12_var,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,mfcc_6_var,mfcc_7_var,mfcc_8_var,mfcc_9_var,mfcc_10_var,mfcc_11_var,mfcc_12_var,mfcc_13_var,mfcc_14_var,mfcc_15_var,mfcc_16_var,mfcc_17_var,mfcc_18_var,mfcc_19_var,mfcc_20_var
24.mp3,D_2,I_4,100266,2353.572697,202183.3404,3829.643509,570148.3142,0.402153939,0.163030788,0.279093117,0.237834111,0.260820687,0.181437716,0.20800437,0.378502756,0.147565484,0.20274806,0.184294075,0.254164487,0.193470433,0.054030538,0.158121824,0.113208227,0.136229023,0.106672898,0.072337322,0.156021848,0.056924228,0.107720792,0.087090425,0.084252961,-300.6341553,56.94423676,-45.29556274,36.58948135,-24.34960556,-11.60279369,26.04528999,18.39051628,8.323534012,21.02921867,3.432358742,9.558581352,14.04234123,19.55632401,-1.562494278,1.519793034,0.997359812,0.449732929,-3.998437643,4.012434483,7378.925781,702.3493652,910.0193481,204.9956512,498.7651062,453.0319824,712.1430664,1178.460815,363.39151,262.4942932,378.6730042,439.4241638,406.3279419,423.4388123,319.0104675,199.4897766,181.929657,146.3250732,282.4093933,397.3102722
Hasan_Kesayi-Mahour-Taknavazi_Ney4-[AudioTrimmer.com].mp3,D_2,I_4,42096,1102.879126,50438.44111,1569.790508,317974.1573,0.120382607,0.205914423,0.359396011,0.198651925,0.322552085,0.186966628,0.219087437,0.170304462,0.150386944,0.246543348,0.121316396,0.152105734,0.038262989,0.081226081,0.180375442,0.053405389,0.172746047,0.061035298,0.118884936,0.078902066,0.069214046,0.142398775,0.032696676,0.086719975,-356.9354553,121.1424789,-38.17628479,-12.9935751,-1.845673323,-25.32183838,-4.533381462,-0.546635389,-4.507672787,6.615177631,-2.681682825,-7.323647499,0.177957356,-6.152645588,-6.926203251,-3.46989584,-6.47508049,-0.318756193,2.961992264,-0.097997136,9292.126953,2518.786865,1716.401733,197.3555145,158.0016022,397.3622131,239.2182159,459.5491943,327.1885071,137.6980743,121.967247,169.8235474,81.54541016,249.2912598,205.6947632,72.14920807,139.8209839,191.7607574,286.8658142,377.2159424
Hasan_Kesayi-Mahour-Taknavazi_Ney1-[AudioTrimmer.com].mp3,D_2,I_4,39063,1141.863714,56040.81291,2010.571176,663633.665,0.107895322,0.117660925,0.296893716,0.276423991,0.334067017,0.26081112,0.204720274,0.365365535,0.151092365,0.153194681,0.085862301,0.080994233,0.069983765,0.042226274,0.163643047,0.101683818,0.143992901,0.138509274,0.065154493,0.185191363,0.04901721,0.092311531,0.036832336,0.037445314,-299.0507202,130.1333466,-41.01055908,21.23299408,-17.05615044,-16.66350174,-2.385956764,-21.58069229,3.400480986,5.61974144,-4.688666821,3.719254971,-2.21463275,-16.48440742,-7.816321373,4.092562675,2.124724388,15.33429909,19.45166397,8.582269669,8988.373047,1029.857666,1784.55481,113.0174408,312.4980774,234.4636688,76.38743591,253.0995331,104.4505386,79.72124481,152.5323334,144.4224091,75.75655365,140.009903,172.8670959,253.5474243,351.1147766,349.549408,297.3965149,302.8595276
Fili-Jahangiri.mp3,D_2,I_4,133903,2967.754215,632386.3897,4303.807309,1262968.607,0.562588573,0.198544741,0.074569494,0.028383305,0.066675335,0.197805896,0.069793291,0.198748991,0.119001903,0.178068668,0.128397048,0.115782179,0.215848327,0.044134203,0.051892258,0.010006408,0.019878224,0.142960995,0.014635244,0.060684688,0.030605432,0.109551184,0.081386894,0.026378522,-268.1140442,-2.224563837,-47.68540955,26.56936836,-43.9240036,4.375916004,16.58195877,12.17915249,18.67268562,4.469973564,-19.7947216,3.344221592,5.146214008,-3.825005531,-5.830305099,-3.338346481,-5.126644135,-0.057203643,-5.270169258,18.52603149,6651.507813,1491.632202,910.2010498,227.3587036,517.4254761,264.7026672,253.3139038,197.3124695,244.7545776,253.9374542,340.3622437,263.3408813,285.7441406,317.1630249,237.2290955,53.18549347,61.3074646,102.3629456,244.6568756,645.3483276
Mohayer-Jahangiri.mp3,D_2,I_4,62386,2568.196733,432585.5936,4252.249287,1382275.558,0.184055015,0.189150289,0.263329744,0.148948595,0.18382366,0.496391177,0.213508531,0.137890041,0.113170125,0.055897478,0.050338455,0.079258911,0.093406007,0.073879153,0.155338824,0.066812851,0.076497421,0.218491033,0.05559428,0.078394987,0.059168596,0.017119745,0.0221144,0.029395698,-203.6049805,13.66359043,-42.91004181,28.31715393,-37.7009964,-7.213088036,-22.67769432,-22.71995163,-3.411306381,13.42788124,-2.746346235,18.47419167,-12.49663067,-18.47809601,-18.77907372,-6.501487732,-6.171652794,0.957392752,2.077298164,19.11883736,17817.31836,1074.562378,878.0236816,137.7767029,367.0036621,93.2640686,126.9302826,130.5607758,267.5407715,269.1226196,389.073761,259.3837891,363.2562866,347.2544556,192.6261139,117.1535416,195.1939392,238.3810883,308.8049316,486.0222473
Khavaran-Jahangiri.mp3,D_2,I_4,52100,2239.723268,345008.6294,4018.509034,1095218.795,0.363311172,0.258760452,0.38937822,0.183397174,0.071409293,0.110336401,0.057903226,0.089100637,0.123537034,0.124786258,0.108649403,0.123817846,0.197908133,0.06040813,0.189472973,0.099078402,0.023288747,0.080436468,0.021572338,0.05137812,0.083968021,0.062936053,0.070777707,0.047536355,-239.8572998,14.17272282,-42.99053574,20.51783752,-44.27489471,-9.222730637,-13.64928722,-18.66515923,-2.2291646,11.30239487,4.550822258,24.09987259,22.28105354,12.34327507,-1.397089243,-16.25333023,-15.75720215,-4.499297619,-14.53504467,-12.14774227,6309.019531,1144.758423,692.5480957,158.7537231,368.5662231,120.4511185,260.6399536,448.6517944,431.7738037,184.4756012,268.1825562,571.2788086,605.7915649,306.4813843,279.9794922,207.6390991,149.6562805,108.41745,141.789032,214.2364807
Rake-Keshmir-Jahangiri.mp3,D_2,I_4,71645,2301.807811,396221.4816,3914.034666,1028890.727,0.130736947,0.080447823,0.05607377,0.064354815,0.169028863,0.423195153,0.140905842,0.321278811,0.210310996,0.101244189,0.110392168,0.078432605,0.074928105,0.046174824,0.024230313,0.027623879,0.064791448,0.220087737,0.018861661,0.178446695,0.108813316,0.042463981,0.07421378,0.028856458,-282.9507751,26.72912598,-37.02426529,30.98223495,-42.01278305,-17.3080864,-9.570899963,-3.352764368,25.12957954,35.45716858,9.255678177,9.406968117,-13.45822239,-22.26863098,-6.489771843,-2.731960773,-3.035215616,1.920125723,2.641093969,9.544981956,6465.971191,953.7244873,1014.642029,185.7658234,492.3486938,200.7796173,168.0878906,200.649765,314.4541931,373.4875793,340.1157227,474.823822,328.9944153,388.1935425,373.5166016,87.66680908,93.07143402,132.3410339,242.2732391,465.1986389
Neyriz-Jahangiri.mp3,D_2,I_4,77891,2529.450495,474933.2067,4036.125594,1321969.689,0.159006119,0.097108729,0.065224476,0.041084882,0.091201156,0.198520407,0.097076058,0.376168936,0.258856475,0.269056439,0.172530651,0.105241686,0.09953776,0.044175774,0.031274784,0.010405624,0.036098614,0.140889227,0.014117955,0.200360894,0.086101346,0.152652085,0.111690395,0.029610168,-280.7366943,11.25012684,-32.98202896,30.34773254,-41.63751984,-10.0672617,2.725966215,10.78549767,29.06769943,24.67535591,-5.235608578,0.19461447,-20.36566544,-13.57580185,1.486070037,0.101908684,-5.573489666,6.489460945,-2.847057343,-4.419178009,6988.094238,1172.285156,1038.738403,148.4636536,527.7166138,257.5584412,257.755188,178.3337097,226.6521149,414.9924622,446.5455627,317.6545105,372.2662964,387.9299316,326.9975281,90.54398346,64.64175415,250.2050171,297.5915222,504.5476074
ney.mp3,D_2,I_4,66802,2654.49304,160649.1398,5125.277341,978906.0049,0.058846135,0.114832073,0.062819026,0.183726564,0.266883761,0.20379585,0.561403453,0.191687584,0.252055109,0.108914368,0.055011094,0.085612535,0.007888325,0.043891441,0.011987372,0.072947845,0.153886631,0.030862495,0.204174981,0.038741864,0.157818258,0.044055916,0.013918252,0.038864229,-200.019043,41.73823547,-32.36039352,-0.436088115,-32.46658707,4.575182438,-3.658663511,-14.8718977,-8.237089157,9.303173065,-26.19017792,6.487501144,-22.74177933,-20.57415009,-14.62644196,-4.265272617,4.032999992,22.32949829,9.722382545,31.41655922,6772.107422,603.6936646,269.6549988,84.66416931,194.3160858,44.98067856,51.427845,51.5793457,52.43754959,50.87902832,101.1334839,61.73282623,86.30543518,63.55964661,78.07714844,168.5801697,240.5283203,342.5931396,265.9202271,345.0159607
index.html?VALID=TRUE&attid=360961&VALID=TRUE&q=10&g=468316&t=1&w=4,D_2,I_4,69959,2213.973437,333728.1708,3471.529008,882545.5131,0.089750282,0.096337251,0.192693084,0.070931986,0.080786645,0.240871653,0.077825956,0.109734267,0.074437499,0.20351322,0.447797179,0.10983292,0.064753734,0.037303422,0.136919245,0.027287574,0.016623199,0.123744458,0.019079728,0.073236503,0.019862738,0.08892899,0.219250262,0.0185031,-233.0350952,31.65719986,-62.93992615,17.80794144,-24.49388695,-18.90663338,8.420953751,20.29849243,6.700151443,19.51581764,9.936248779,-1.225889802,2.390754938,12.28040218,1.124262452,5.895986557,-2.298680067,1.394587398,-15.14898586,0.202445015,13241.8916,586.564209,1019.375183,135.4595795,318.4320374,120.6125946,248.9204712,523.1231689,278.140686,176.2612915,355.3026733,549.8527832,377.3734436,243.0074463,158.5398254,108.3172989,109.0185623,61.5119133,226.7736511,300.1907043
index.html?VALID=TRUE&attid=260494&VALID=TRUE&q=10&g=334269&t=1&w=4,D_2,I_4,87463,1344.416644,1521167.502,1190.726133,271788.4258,0.459859759,0.210244551,0.227662921,0.194731846,0.22672461,0.204437464,0.166649982,0.205577478,0.136454225,0.20787549,0.167120054,0.274731457,0.181369647,0.058261257,0.134415239,0.087860689,0.1200528,0.101417355,0.071215466,0.123134412,0.055466615,0.122506179,0.071715154,0.095482625,-323.5211182,157.3356476,-7.004659653,-5.158958912,0.798227012,-7.132665157,2.709626436,6.209986687,-2.547421694,0.02755161,-3.248981953,-6.071406364,3.023900986,-3.793203354,-6.862005234,-3.922400236,-4.723418713,-4.321820736,-3.379966736,1.95091939,7299.628418,3154.314941,503.4752197,219.3442078,160.2263184,194.3721924,257.7694397,245.211853,141.0806885,223.2872009,211.4334106,224.7359772,253.4013824,303.1416321,189.781662,101.0181885,71.90466309,138.9421997,183.6301422,297.7762146
index.html?VALID=TRUE&attid=355629&VALID=TRUE&q=10&g=461922&t=1&w=4,D_2,I_4,43783,1251.467256,513254.4414,1848.35549,562918.0828,0.077512138,0.092096135,0.098443635,0.061149821,0.11714498,0.219960123,0.167644575,0.306010067,0.189046979,0.318699509,0.454297423,0.126847014,0.034710232,0.038133562,0.041549344,0.027105875,0.037859224,0.12846452,0.045451686,0.184908867,0.058050681,0.114151642,0.203237072,0.030664207,-357.0790405,131.7796021,-10.35911751,21.70325279,-13.18571281,-18.35011864,10.30798721,0.616627216,-28.02898216,-6.121416092,-9.473778725,-13.3864193,5.560659409,-2.791849136,-3.97389698,6.46200943,-6.329344273,-3.523929596,-0.970632434,-4.97533226,4170.935547,902.0082397,341.7336731,123.6073914,426.5376892,284.6236877,62.52047348,105.6021423,180.7259369,86.82176208,67.08711243,91.18212128,76.81613922,68.00356293,47.62704468,51.27599716,40.4936142,43.73295212,32.55086517,37.81199646
Tar-Mahoor-shahbazian-shajarian-botchin_1.mp3,D_2,I_0,48968,1519.94668,121659.7412,2187.32844,902435.8758,0.222367108,0.11689128,0.302138716,0.089390799,0.145133719,0.097959906,0.116919458,0.221839085,0.128562286,0.393302739,0.167809471,0.254951388,0.11505504,0.022001982,0.153690353,0.011495083,0.051787384,0.029622551,0.038706403,0.124945015,0.01876411,0.197153598,0.035311289,0.120046347,-311.8641052,103.3721466,-8.587714195,-14.67550182,-28.88982773,-3.339123726,-20.05703354,-19.78261185,-26.64097595,-16.63290024,-30.2342968,-2.072779179,-6.971545219,-2.025533676,9.472503662,10.07096291,9.312177658,4.461786747,-4.425456524,-9.08796978,11577.86523,375.3068542,667.3786621,149.3013306,297.322113,45.44482803,178.2840271,107.9174957,191.9422302,81.48786926,299.4788513,195.4868011,292.072998,329.1486511,332.9212341,283.4538574,262.2747803,267.2303467,180.7185822,135.4267426
Nima_Mohandesan_tar_Mahoor.mp3,D_2,I_0,51832,1575.187187,129345.3582,2783.749834,975924.5513,0.307868123,0.130516991,0.20150058,0.108971849,0.182791874,0.261757821,0.169360235,0.420584619,0.177321732,0.351163357,0.434455514,0.167475939,0.121357404,0.016201807,0.098835044,0.033208277,0.043651309,0.105557337,0.033541441,0.155928597,0.024116073,0.097419895,0.145723864,0.020124391,-263.4456177,105.5573273,-30.07661057,3.685673475,-28.82548904,-11.96531391,-39.23754883,-9.422145844,-20.00148392,-3.885383129,-18.59569931,-18.08011818,-12.78640747,-10.07730198,-7.730219364,-5.346284389,5.476507664,0.682830691,-4.51501894,-6.96642065,9805.799805,452.1175842,454.2357178,105.4798279,219.1431122,119.8997421,143.0982666,77.19031525,113.7450409,51.96791077,75.63020325,79.65089417,91.77763367,104.6393433,109.6857224,192.4502258,112.1492386,66.66985321,99.42049408,98.19950867
Farhang_sharif.mp3,D_2,I_0,40873,1271.507569,112821.0663,2237.369804,646018.5319,0.222831443,0.143210247,0.307470679,0.219176933,0.486725599,0.350425661,0.129396603,0.184179083,0.12322282,0.21282579,0.09966056,0.181498125,0.08554884,0.027469803,0.150235847,0.032768786,0.177609354,0.116804518,0.023156412,0.100353539,0.029088585,0.097292483,0.019686967,0.047243383,-149.3633728,136.3100739,-22.33739662,9.717823029,-26.27736855,-6.123933315,-16.85469246,-10.47642899,-17.0738163,-9.722746849,-10.50989819,-0.808191895,-8.714282036,-3.699426889,-5.18559885,-2.405758381,-6.303438187,-0.481206238,-3.140038729,3.629884243,5880.172852,817.831543,211.1146545,110.8962402,321.4995117,81.94458008,138.4003448,97.96328735,65.28323364,98.86691284,85.1523056,40.56817627,49.07765198,64.75173187,36.78665543,38.89993668,65.00946045,76.15084076,122.0691299,177.205246
HAMED_JOWKAR_DASTGAH_MAHOOR.mp3,D_2,I_0,38713,1483.613621,86531.23595,2650.508973,921854.8698,0.935326159,0.222601354,0.078920975,0.032768901,0.014930529,0.00838098,0.036950331,0.092991143,0.033768982,0.068911977,0.098866746,0.367577761,0.036407024,0.017208358,0.045987051,0.007885247,0.002959027,0.001153925,0.007009753,0.037781972,0.003952952,0.018127067,0.0169168,0.047518793,-221.6938782,102.9803238,-18.58528709,-9.525930405,-36.82778168,-13.8394537,-49.58845139,-18.66679001,-21.87461472,-17.44386101,-31.11951828,-6.559917927,-1.599177837,19.85616684,19.21169853,6.723047733,-11.58851433,-14.67660618,-3.879281521,-0.916269958,2623.935059,363.3370972,88.7795105,48.14024734,60.04883575,45.67160416,88.18121338,49.81548691,44.96915054,78.39666748,89.72362518,83.64038086,84.0456543,102.8520966,102.572998,61.87682724,67.67007446,55.10343552,47.47735977,47.19261932
Hossein Malek Dastgahe Mahour.mp3,D_2,I_0,64468,2152.124335,160935.7587,4432.064867,765203.0627,0.28810069,0.303279757,0.156670794,0.290940076,0.212862775,0.303450793,0.55951494,0.377141327,0.59598887,0.424575329,0.572574019,0.363223195,0.045864824,0.058564223,0.01715547,0.055188317,0.039242458,0.043298982,0.113605864,0.078663036,0.155150443,0.116917118,0.085101515,0.068347767,-286.7571106,83.61263275,-24.85954857,22.69890785,-8.364724159,11.34980869,-12.17249012,14.12985706,1.42497623,7.537191868,-5.339224815,6.272046566,0.798517644,10.98529243,6.192818165,18.18572235,9.899542809,14.37432766,0.773065865,9.767871857,9521.467773,192.4989777,892.6727905,56.73886108,228.3432617,57.61294174,138.8123169,26.42549706,65.23648071,116.9027405,140.1772919,93.19179535,62.7004509,67.41458893,115.9376907,102.4010239,130.8351898,120.8311157,86.74446106,75.84346008
